step,target_probability,target_surprisal,entropy,direct_logit_score_norm,target_logit_gap
0,0.8991000000000001,0.1063610159914097,0.38599999999999984,0.12782661587265876,-2.5032510242380623
100,0.8976101603932117,0.10801942476661648,0.3900233046705334,0.12974819123678943,-2.4856731777541152
200,0.8960774592608607,0.10972841967587348,0.3941349968664069,0.13172580300124787,-2.467824441718668
300,0.8945000864646133,0.11149027937085997,0.3983379190568455,0.13376184570890515,-2.4496967969986234
400,0.8928761319703946,0.1133074177263178,0.4026350270384763,0.13585884752893984,-2.431281877799054
500,0.8912035791017818,0.11518239376940145,0.4070293947284179,0.13801947938393852,-2.4125709521269987
600,0.889480297260018,0.11711792247568126,0.4115242190979913,0.14024656480745587,-2.39355490090922
700,0.887704034062997,0.11911688651918381,0.4161228252352398,0.14254309059822953,-2.3742241956553665
800,0.8858724068509066,0.12118234907382928,0.42082867152030234,0.14491221834383813,-2.354568874548023
900,0.8839828935011057,0.12331756777482443,0.4256453548926148,0.14735729689384447,-2.334578516830349
1000,0.8820328224891384,0.12552600996125243,0.43057661618287946,0.14988187587052776,-2.314242215349869
1100,0.8800193621265814,0.12781136933536477,0.43562634547538354,0.15248972031416844,-2.293548547103862
1200,0.8779395088995459,0.1301775841902567,0.4407985874574679,0.15518482656967217,-2.272485541617254
1300,0.8757900748241233,0.13262885737587657,0.446097546702361,0.15797143953214193,-2.2510406469678683
1400,0.8735676737267559,0.13516967819405112,0.45152759281891863,0.1608540713809678,-2.2292006932562174
1500,0.8712687063484174,0.13780484643669924,0.45709326538659195,0.16383752194516335,-2.206951853297639
1600,0.8688893441614847,0.14053949880811878,0.4627992785757552,0.166926900857205,-2.1842796002930394
1700,0.866425511777275,0.14337913800256305,0.4686505253316987,0.17012765166856117,-2.161168662210979
1800,0.8638728678102682,0.14632966474289888,0.474652080974534,0.17344557811762937,-2.1376029725876964
1900,0.8612267840520709,0.14939741312549143,0.48080920603602295,0.1768868727599531,-2.1135656174230983
2000,0.85848232279409,0.1525891896613878,0.4871273481170343,0.18045814819153563,-2.0890387778191064
2100,0.8556342121226868,0.1559123164551628,0.49361214250468793,0.1841664711188415,-2.0640036679720746
2200,0.8526768189942918,0.1593746790214048,0.5002694112348671,0.18801939955373348,-2.03844046809287
2300,0.8496041198805819,0.1629847793059117,0.5071051602219666,0.19202502343816594,-2.012328251786351
2400,0.8464096687555229,0.16675179455544337,0.5141255740014201,0.19619200903183642,-1.985644907376198
2500,0.8430865621769814,0.17068564276790596,0.5213370075393339,0.20052964742609175,-1.9583670526109502
2600,0.8396274011960758,0.17479705555572506,0.52874597445446,0.20504790757884056,-1.9304699421326394
2700,0.836024249807852,0.17909765937093747,0.5363591308673717,0.2097574942976418,-1.901927367030178
2800,0.8322685896379229,0.18360006617336938,0.5441832539358765,0.21466991163075613,-1.8727115457357335
2900,0.8283512705422971,0.1883179747757488,0.5522252139495453,0.21979753215775227,-1.842793005453593
3000,0.8242624567830187,0.1932662842745905,0.5604919386339069,0.22515367270072673,-1.8121404532378136
3100,0.8199915684321714,0.1984612211764935,0.5689903680495793,0.2307526770022788,-1.7807206357575254
3200,0.8155272176536459,0.2039204820596881,0.5777273981552467,0.23661000593413029,-1.7484981867081406
3300,0.8108571395189685,0.2096633938743635,0.5867098107267112,0.24274233580682372,-1.7154354607438678
3400,0.8059681170346786,0.21571109428684337,0.5959441868763112,0.24916766534089596,-1.6814923527240562
3500,0.8008459000998327,0.22208673481674507,0.6054368008855022,0.25590543182618125,-1.646626100985666
3600,0.7954751181805494,0.22881570990773756,0.615193490434395,0.26297663692897283,-1.610791073280374
3700,0.7898391865937974,0.23592591551615225,0.6252194985701329,0.2704039824940396,-1.573938533953323
3800,0.7839202064474776,0.24344804130187167,0.6355192818847043,0.278212016513426,-1.5360163908985602
3900,0.777698858504623,0.25141590106600836,0.6460962783551991,0.2864272891748946,-1.4969689208142403
4000,0.7711542915473647,0.25986680670141565,0.6569526271195176,0.29507851853162276,-1.456736471312405
4100,0.7642640062382412,0.268841991603541,0.6680888311048045,0.30419676481495456,-1.4152551385319425
4200,0.7570037360469055,0.2783870902240988,0.6795033518870895,0.31381561169690964,-1.3724564190835102
4300,0.7493473275727104,0.28855268122469435,0.6911921244423409,0.3239713518394052,-1.328266835453468
4400,0.7412666236021608,0.2993949024769345,0.7031479775731939,0.3347031727679585,-1.2826075344515595
4500,0.732731353561471,0.3109761469186451,0.7153599438126865,0.3460533373860166,-1.2353938589576818
4600,0.7237090377388675,0.3233658489486135,0.7278124406116264,0.3580673511883903,-1.1865348941742884
4700,0.714164913853876,0.3366413715282885,0.7404843027707508,0.3707941053023377,-1.135932990909243
4800,0.7040618973498258,0.35088900431712816,0.7533476446397357,0.3842859807245775,-1.083483270205933
4900,0.6933605902986602,0.36620508279685626,0.7663665299650387,0.3985988943556782,-1.0290731160349118
5000,0.6820193581507951,0.382697237156174,0.7794954280081543,0.4137922614766959,-0.9725816659214587
5100,0.6699944988359668,0.40048577732342,0.7926774375076395,0.4299288419979462,-0.913879313489852
5200,0.6572405349732943,0.41970521642936837,0.8058422663822424,0.44707442902133043,-0.8528272421628689
5300,0.6437106671308865,0.44050592847335424,0.8189039663343538,0.4652973279985882,-0.7892770158790094
5400,0.629357433963067,0.46305592618589286,0.831758439750275,0.48466756325981214,-0.7230702608820032
5500,0.614133633137346,0.48754273096974904,0.8442807640362353,0.50525573651882,-0.6540384825449348
5600,0.5979935642985815,0.5141752871319223,0.856322418718787,0.5271314502993727,-0.5820030728423977
5700,0.5808946603323701,0.543185846085856,0.867708556360042,0.5503612000794876,-0.506775577284756
5800,0.562799573469244,0.574831711614891,0.8782355322313142,0.575005635493109,-0.42815830432206714
5900,0.5436787748618298,0.6093966939188733,0.8876690008745266,0.60111609780454,-0.34594537430081207
6000,0.5235137055898982,0.6471920683267691,0.8957429980332106,0.628730364384209,-0.25992431712356034
6100,0.5023004780842067,0.6885567764364123,0.9021605460909952,0.6578675788734333,-0.16987833491342919
6200,0.4800540639448987,0.7338565482043062,0.9065964333865983,0.6885224266280862,-0.07558934412769402
6300,0.4568128125528922,0.7834815725378648,0.9087028938161621,0.7206587361568408,0.023158104569491744
6400,0.4326430240319653,0.8378423158731657,0.9081189103562821,0.7542028512908979,0.12657196683082783
6500,0.40764315674116247,0.8973631031080447,0.9044837299521745,0.7890373188275958,0.23484690635388095
6600,0.3819471018043837,0.9624731569162553,0.8974548499108597,0.8249956499992934,0.34815765133716936
6700,0.3557258379783977,1.0335949628615473,0.8867301754229031,0.8618590986787946,0.46665172128071
6800,0.3291867359533332,1.1111301027487541,0.8720732564043503,0.899356491698634,0.5904418829579099
6900,0.3025698645785513,1.1954430708933017,0.8533395690371582,0.9371680727068109,0.7195988404406373
7000,0.2761409045966893,1.2868440196369293,0.8305008920507131,0.9749340165634571,0.8541447843786807
7100,0.2501807063311095,1.3855717969078591,0.8036642077208382,1.0122677147719221,0.9940484850343145
7200,0.22497208840467428,1.491778936007526,0.7730815280569903,1.048773176839065,1.1392225782715086
7300,0.20078505378565933,1.6055203272732113,0.7391478197888178,1.0840650793247666,1.2895235439327082
7400,0.17786204325987506,1.7267470670530436,0.7023857827628426,1.1177893311238087,1.44475461730731
7500,0.15640500706744948,1.8553064368856207,0.6634183524385913,1.1496417202024631,1.6046715430769039
7600,0.13656587227857137,1.9909481999663918,0.6229319398109339,1.1793823924322793,1.7689907390690751
7700,0.11844144540523203,2.13333657213162,0.5816350115560875,1.2068445714985934,1.9373991551888026
7800,0.1020730530510353,2.282066515668564,0.5402172193340864,1.231936893890334,2.1095649488739383
7900,0.08745048202636042,2.4366825655102993,0.4993137956140874,1.2546397485732232,2.285148079164382
8000,0.07451921288121958,2.596698295821715,0.45947857157439265,1.2749968282178283,2.4638100364635505
8100,0.06318965084748877,2.761614743651368,0.4211671910376439,1.2931035608423525,2.6452221337423603
8200,0.053347053744297566,2.93093652779593,0.3847303770347723,1.3090941674825305,2.8290720329482157
8300,0.04486106945967351,3.1041849102350194,0.35041580972652936,1.3231288600795368,3.0150684169588597
8400,0.037594123426762806,3.2809075326425456,0.3183764493214938,1.3353822856939468,3.2029439072335277
8500,0.03140824164629984,3.460684947695795,0.28868295488931683,1.3460338699706915,3.392456454380985
8600,0.026170189441555563,3.6431343235837628,0.2613380668683315,1.3552603108521046,3.5833894938523945
8700,0.021755018022783977,3.8279108343665373,0.23629126125491134,1.3632301729517295,3.77555117313931
8800,0.018048236798833165,4.014707283249837,0.21345249320835086,1.3701003442646682,3.968772935778686
8900,0.014946883354063144,4.203252472178728,0.19270432181124675,1.3760140253242987,4.162907706301819
9000,0.01235976599945056,4.393308759215095,0.17391209083553077,1.3810999008837928,4.357827871192368
9100,0.010207126173272804,4.584669158191816,0.15693211632492665,1.385472169240798,4.553423202317206
9200,0.008419925921013068,4.77715424874605,0.14161800852690487,1.3892311525555805,4.749598826040244
9300,0.006938920334798037,4.970609087920652,0.1278253525397187,1.3924642674005723,4.946273305507022
9400,0.005713632739861871,5.164900250977061,0.11541501104311014,1.3952471887288895,5.14337687578095
9500,0.004701314730380984,5.359913079514935,0.10425531356596082,1.3976450874818782,5.340849850965196
9600,0.00386594479374279,5.555549178240329,0.09422337566126161,1.39971386032607,5.538641208021406
9700,0.0031772978512349657,5.75172417573325,0.08520575942253426,1.401501299551506,5.7367073424361905
9800,0.002610102602516687,5.948365747111128,0.07709865144802894,1.4030481729732183,5.935010985005862
9900,0.0021432929188236766,6.145411885492797,0.06980770012819848,1.404389199122826,6.133520265797316
10000,0.001759352557137172,6.342809402874071,0.06324762338015091,1.4055539134904595,6.332207909985976
10100,0.00144374818907058,6.540512638018365,0.05734167167638868,1.406567428324058,6.531050550147482
10200,0.0011844433659125198,6.738482348161496,0.05202100956620965,1.4074510925450412,6.73002814022816
10300,0.0009714849683061714,6.936684761931257,0.04722406155173329,1.4082230605075017,6.9291234575133664
10400,0.0007966534655223712,7.13509077231813,0.04289585462142941,1.4088987792253014,7.128321680226126
10500,0.0006531686121810431,7.333675250409162,0.03898737935780483,1.4094914037664732,7.32761002977157
10600,0.0005354428145603327,7.532416462648402,0.03545498373442862,1.4100121500861211,7.5269774680009345
10700,0.0004388751523033287,7.731295576444514,0.03225980797197402,1.4104705938582838,7.72641444114536
10800,0.0003596798452628261,7.930296240906985,0.029367264680953954,1.4108749230221953,7.925912663235463
10900,0.00029474374760764596,8.129404231298853,0.02674656560629856,1.4112321508751255,8.125464932864263
11000,0.00024150819603354135,8.328607147420442,0.024370294304201207,1.411548295682083,8.325064978068273
11100,0.0001978712170986313,8.527894157577522,0.02221402278646963,1.4118285319665669,8.52470732489898
11200,0.00016210670267825786,8.72725578104444,0.020255969376595725,1.4120773179138784,8.724387185944478
11300,0.00013279769167741116,8.926683703020213,0.018476694592815725,1.412298502666056,8.924100365649409
11400,0.00010878135398883105,9.12617061700858,0.016858831699022792,1.4124954167151227,9.123843179781696
11500,8.910366503799291e-05,9.325710090349283,0.015386848564128246,1.4126709481049662,9.323612386818763
11600,7.298209292506085e-05,9.525296449303864,0.014046837584947678,1.4128276067254963,9.523405129383729
11700,5.977490220512907e-05,9.724924680670926,0.012826330613714515,1.4129675786185272,9.723218884163337
11800,4.8955915553723806e-05,9.924590347387989,0.011714136057881595,1.4130927719056479,9.923051418992234
11900,4.0093773261016535e-05,10.124289515982882,0.010700195565140486,1.4132048556870522,10.122900756000433
12000,3.283489638088535e-05,10.324018694078248,0.00977545795560579,1.4133052930402306,10.322765139898271
12100,2.6889497464069978e-05,10.523774776438648,0.008931768305887997,1.4133953690626218,10.522643010621762
12200,2.2020097513155268e-05,10.723554998289206,0.008161770320026348,1.4134762147474624,10.722532979685415
12300,1.8032102887843867e-05,10.923356894835536,0.007458820336287314,1.4135488273525305,10.922433809693526
12400,1.4766074586869349e-05,11.123178266082483,0.006816911514776121,1.4136140878132883,11.122344396547533
12500,1.2091387372610255e-05,11.323017146190075,0.006230606928153351,1.4136727756616154,11.322263753959696
12600,9.90102989216381e-06,11.522871776722928,0.005694980436712523,1.4137255818360348,11.522190999944133
12700,8.107341220358931e-06,11.722740583247933,0.005205564370550313,1.4137731197065568,11.722125345006704
12800,6.6385157252467985e-06,11.92262215481808,0.004758303166676025,1.4138159345849572,11.922066081798118
12900,5.435738185310052e-06,12.12251522594967,0.004349512219012825,1.413854511947708,12.122012576030052
13000,4.450835793051502e-06,12.322418660758583,0.003975841295739579,1.4138892845624336,12.321964258484108
13100,3.644353993881464e-06,12.522331438970424,0.0036342419627045782,1.4139206386784653,12.521920617968496
13200,2.9839798045412805e-06,12.722252643560783,0.0033219385250498738,1.4139489194167623,12.721881195098627
13300,2.443249970463184e-06,12.922181449816616,0.003036402062980022,1.4139744354733697,12.921845576795386
13400,2.00049258417925e-06,13.122117115639622,0.002775327192950816,1.4139974632329189,13.121813391410345
13500,1.6379600326265855e-06,13.322058972936954,0.002536611233483271,1.4140182503739223,13.321784304399365
13600,1.3411187289452423e-06,13.522006419966326,0.0023183354963053713,1.4140370190352367,13.521758014477335
13700,1.0980673098547416e-06,13.721958914520192,0.00211874845938285,1.4140539686027043,13.721734250195635
13800,8.9906008633629e-07,13.92191596784922,0.0019362506094172342,1.4140692781662647,13.921712766891844
13900,7.361167233833022e-07,14.121877139238446,0.0017693807681934486,1.4140831086904995,14.121693343967994
14000,6.027025586459904e-07,14.321842031160317,0.0016168037403192026,1.4140956049353979,14.321675782458922
14100,4.934667851793829e-07,14.52181028493898,0.0014772991399441078,1.414106897158917,14.521659902857746
14200,4.040280313477788e-07,14.72178157686805,0.0013497512713796873,1.414117102628497,14.72164554316927
14300,3.307987625012354e-07,14.921755614731214,0.0012331399535626252,1.4141263269649558,14.921632557165697
14400,2.7084147923664293e-07,15.121732134681487,0.0011265321913206112,1.4141346653390117,15.121620812822556
14500,2.2175095736708398e-07,15.321710898439846,0.0010290746077094809,1.4141422035379834,15.3216101909149
14600,1.8155781558839454e-07,15.521691690778868,0.0009399865615130962,1.414149018917902,15.521600583756571
14700,1.4864954962706916e-07,15.721674317260886,0.0008585538825595739,1.4141551812543103,15.72159189406715
14800,1.2170587031054636e-07,15.921658602203784,0.0007841231649749719,1.4141607535033236,15.921584033953106
14900,9.96457553429167e-08,16.121644386850456,0.0007160965650148466,1.414165792483083,16.12157692399108
15000,8.158409340662761e-08,16.32163152772071,0.0006539270558423716,1.4141703494844717,16.321570492402593
15100,6.679618324234548e-08,16.521619895126832,0.0005971140966242962,1.4141744708188986,16.521564674310845
15200,5.468866491043805e-08,16.721609371836006,0.0005451996777414993,1.4141781983100017,16.72155941107109
15300,4.4775718068487054e-08,16.92159985186442,0.0004977647077930346,1.414181569735332,16.921554649666955
15400,3.6659573102093786e-08,17.121591239390057,0.0004544257115184245,1.4141846192233534,17.121550342166284
15500,3.001455375442838e-08,17.321583447771804,0.00041483181080129936,1.4141873776105,17.321546445230176
15600,2.4574011422894314e-08,17.521576398664553,0.0003786619636255811,1.4141898727624767,17.52154291967014
15700,2.011962718980209e-08,17.721570021220437,0.0003456224382625714,1.4141921298635303,17.721539730048345
15800,1.6472652565257438e-08,17.921564251367865,0.0003154445021094819,1.4141941716770052,17.92153684431688
15900,1.3486737643329665e-08,18.12155903116042,0.0002878823065207059,1.4141960187801264,18.121534233491904
16000,1.1042059018495055e-08,18.321554308188947,0.0002627109506911713,1.414197689775642,18.321531871359532
16100,9.04051192702101e-09,18.52155003505045,0.0002397247091927895,1.4141992014826743,18.521529734210084
16200,7.40177375477094e-09,18.721546168868258,0.00021873540915196688,1.4142005691088704,18.72152780059801
16300,6.060080998541443e-09,18.921542670858567,0.00019957094430782357,1.4142018064057356,18.921526051125053
16400,4.961590382661036e-09,19.121539505938596,0.00018207391431821819,1.4142029258088236,19.121524468244186
16500,4.062218262873969e-09,19.321536642372603,0.00016610037869950307,1.4142039385642926,19.32152303608256
16600,3.3258716345888827e-09,19.521534051451766,0.00015151871571175783,1.4142048548431791,19.521521740281344
16700,2.722999771403685e-09,19.721531707204964,0.00013820857733918253,1.4142056838445989,19.72152056785105
16800,2.229408382193858e-09,19.92152958613715,0.00012605993227570968,1.4142064338889644,19.92151950704067
16900,1.8252887066608812e-09,20.121527666992915,0.00011497218951680284,1.4142071125022027,20.121518547219374
17000,1.4944225923774007e-09,20.321525930542684,0.00010485339578948979,1.414207726491848,20.321517678769602
17100,1.2235316568282295e-09,20.52152435938935,9.561950062687083e-05,1.414208282015806,20.52151689299032
17200,1.0017444188844776e-09,20.72152293779345,8.719368341559743e-05,1.4142087846445015,20.721516182009577
17300,8.201600174184193e-10,20.92152165151501,7.95057372208061e-05,1.4142092394170531,20.921515538705407
17400,6.714910102160508e-10,21.12152048767058,7.249150463632637e-05,1.4142096508920516,21.121514956634297
17500,5.497709194244267e-10,21.32151943460388,6.609236129416416e-05,1.41421002319347,21.32151442996652
17600,4.501147877656962e-10,21.521518481768787,6.025474304668368e-05,1.4142103600521685,21.521513953427586
17700,3.6852313687927757e-10,21.72151761962354,5.492971315718804e-05,1.414210664843425,21.721513522245324
17800,3.017214607531779e-10,21.92151683953505,5.007256614616295e-05,1.414210940620872,21.921513132102042
17900,2.4702881314568696e-10,22.121516133692246,4.564246521718447e-05,1.4142111901471852,22.121512779091155
18000,2.022502153887032e-10,22.32151549502783,4.160211044429564e-05,1.4142114159218393,22.321512459678086
18100,1.6558856684574384e-10,22.521514917147385,3.7917435138875524e-05,1.4142116202062074,22.521512170664792
18200,1.3557252292314693e-10,22.72151439426528,3.455732802493074e-05,1.4142118050462646,22.721511909157698
18300,1.1099744630449289e-10,22.92151392114669,3.1493379052719536e-05,1.414211972293122,22.921511672538706
18400,9.087706170630483e-11,23.121513493055136,2.8699646862724474e-05,1.4142121236215994,23.12151145843896
18500,7.440387398866081e-11,23.32151310570502,2.6152446071400662e-05,1.4142122605470273,23.321511264715106
18600,6.091676113314137e-11,23.52151275521873,2.3830152711015353e-05,1.4142123844404437,23.521511089427847
18700,4.987444153433819e-11,23.721512438087714,2.1713026287729494e-05,1.4142124965423404,23.72151093082244
18800,4.08337507940063e-11,23.921512151137453,1.9783047056085855e-05,1.4142125979751015,23.921510787311238
18900,3.3431856218885936e-11,24.121511891495523,1.802376721926197e-05,1.4142126897542524,24.121510657457648
19000,2.7371695249385323e-11,24.32151165656295,1.642017488012601e-05,1.4142127727986378,24.321510539961857
19100,2.2410053428363195e-11,24.521511443988114,1.495856965776962e-05,1.41421284793963,24.52151043364775
19200,1.8347803449027462e-11,24.721511251643225,1.3626448982632187e-05,1.4142129159294592,24.72151033745117
19300,1.502191354956596e-11,24.921511077603004,1.2412404162713007e-05,1.414212977448748,24.921510250409227
19400,1.2298904529910072e-11,25.121510920125424,1.1306025386274474e-05,1.414213033113332,25.121510171650687
19500,1.006949280262119e-11,25.321510777634252,1.0297814906757328e-05,1.4142130834804274,25.321510100387243
19600,8.244204488336772e-12,25.52151064870326,9.379107705137455e-06,1.4142131290542117,25.521510035905592
19700,6.749784536703572e-12,25.72151053204194,8.541998999330405e-06,1.4142131702908733,25.72150997756031
19800,5.526256760196983e-12,25.921510426482676,7.779278007559695e-06,1.4142132076031817,25.921509924767467
19900,4.524516791132111e-12,26.12151033096888,7.0843674400110325e-06,1.4142132413646182,26.12150987699861
20000,3.7043613598643434e-12,26.321510244544594,6.451268219733341e-06,1.4142132719131175,26.32150983377565
